@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.Remove-R3-32-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R4-6-weka.filters.unsupervised.attribute.Remove-R10

@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute YSTANDDEV numeric
@attribute ZSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0,9.73,-1.48,4.26,3.11,2.85,5.41,4.01,5.41,Walking
0,9.7,-1.39,4.15,2.71,2.65,5.54,3.47,5.54,Walking
0,1.07,0.75,0.39,0.91,0.65,3.25,6.1,3.25,Walking
0,7.61,-1.59,8.75,8.11,5.95,10.63,9.11,10.63,Jogging
0,7.79,-1.23,8.8,7.51,5.38,10.4,8.65,10.4,Jogging
0,7.94,-1.29,8.86,7.61,4.98,10.49,8.61,10.49,Jogging
0,8.04,-0.63,7.76,7.37,5.37,9.49,8.45,9.49,Jogging
0,7.67,-0.99,7.7,7.3,5.06,9.45,8.41,9.45,Jogging
0,7.92,-0.71,8.28,7.63,5.36,9.92,8.64,9.92,Jogging
0,8.1,0.16,8.97,7.71,5.66,10.59,8.78,10.59,Jogging
0,7.82,-0.14,9.29,7.63,4.86,10.78,8.66,10.78,Jogging
0,7.64,-0.27,9.01,7.25,4.93,10.41,8.31,10.41,Jogging
0,7.93,-0.32,9.36,7.37,5.08,10.86,8.51,10.86,Jogging
0,7.66,-0.31,8.93,7.4,4.73,10.42,8.59,10.42,Jogging
0,7.92,-0.44,9,7.44,4.95,10.6,8.51,10.6,Jogging
0,7.96,-0.36,9.22,7.21,5.11,10.76,8.37,10.76,Jogging
0,7.83,-0.77,9.41,7.23,4.68,10.89,8.25,10.89,Jogging
0,8.22,-0.57,9.31,7.26,4.98,10.78,8.31,10.78,Jogging
0,8.13,-0.16,9.83,7.65,5.07,11.42,8.77,11.42,Jogging
0,8.27,-0.27,9.83,7.12,5.24,11.06,8.25,11.06,Jogging
0,8.34,-0.32,9.94,6.83,4.98,11.13,8.09,11.13,Jogging
0,8.35,-0.49,9.35,6.94,5.21,10.84,8.08,10.84,Jogging
0,7.98,-0.68,9.09,6.62,4.7,10.5,7.94,10.5,Jogging
0,7.96,-0.45,9.12,6.9,4.88,10.51,7.87,10.51,Jogging
0,8.13,-0.86,9.48,6.6,4.79,10.75,7.75,10.75,Jogging
0,8.26,-0.77,9.94,6.38,5.04,11.11,7.7,11.11,Jogging
0,8.15,-1.16,9.57,6.33,4.94,10.81,7.61,10.81,Jogging
0,8.43,-0.94,9.85,6.65,5.01,11.14,7.82,11.14,Jogging
0,8.5,-0.6,10.26,6.74,5.37,11.53,8.04,11.53,Jogging
0,8.52,-1.02,9.77,6.52,4.8,11.13,7.87,11.13,Jogging
0,8.65,-1,9.07,6.28,5.13,10.49,7.43,10.49,Jogging
0,8.34,-0.84,9.22,7.13,5.49,10.7,8.26,10.7,Jogging
0,8.85,-0.53,8.96,6.82,5.51,10.55,7.98,10.55,Jogging
0,8.67,-0.77,8.94,6.48,4.99,10.23,7.65,10.23,Jogging
0,8.68,-0.89,9.14,6.5,5.21,10.48,7.85,10.48,Jogging
0,8.53,-0.79,9.17,6.47,5.1,10.46,7.85,10.46,Jogging
0,4.94,-0.23,4.37,3.8,2.43,9.26,7.63,9.26,Jogging
0,10.13,-1.58,3.34,3.29,2.82,4.14,4.08,4.14,Walking
0,10.03,-1.6,3.32,2.99,2.78,4.33,3.78,4.33,Walking
0,10.15,-1.76,3.29,2.92,2.62,4.4,3.68,4.4,Walking
0,9.96,-1.66,3.21,2.97,2.88,4.34,3.76,4.34,Walking
0,10.09,-1.47,3.15,2.83,2.87,4,3.64,4,Walking
0,10.02,-1.49,3.52,3.42,2.92,4.63,4.35,4.63,Walking
0,10.05,-1.72,3.5,3.47,3.13,4.67,4.44,4.67,Walking
0,9.99,-1.67,3.18,3.39,2.89,4.27,4.18,4.27,Walking
0,10.08,-1.55,3.23,3.1,2.93,4.27,3.96,4.27,Walking
0,10.24,-1.7,3.66,3.25,2.82,4.91,4.27,4.91,Walking
0,10.07,-1.64,3.5,3.3,3.04,4.62,4.3,4.62,Walking
0,10.08,-1.71,3.67,3.25,3.07,4.77,4.13,4.77,Walking
0,9.95,-1.47,3.41,3.19,2.98,4.53,4.08,4.53,Walking
0,10.03,-1.58,3.41,3.56,3.06,4.41,4.44,4.41,Walking
0,10,-1.55,3.15,3.31,2.97,4.19,4.18,4.19,Walking
0,10.13,-1.53,3.17,2.99,2.97,4.14,3.8,4.14,Walking
0,10.19,-1.43,3.15,2.91,2.59,4.13,3.82,4.13,Walking
0,10.07,-1.41,3.08,2.95,2.71,3.99,3.77,3.99,Walking
0,9.98,-1.45,2.94,2.71,2.48,4.02,3.6,4.02,Walking
0,10.14,-1.41,2.9,2.65,2.65,3.92,3.55,3.92,Walking
0,10.09,-1.31,2.92,2.97,2.87,3.92,3.73,3.92,Walking
0,10.23,-1.34,3.06,3.04,2.78,4.03,3.9,4.03,Walking
0,9.88,-1.3,3.07,2.91,2.61,3.92,3.71,3.92,Walking
0,10.04,-1.47,3.07,3.09,2.68,4.1,3.86,4.1,Walking
0,10.01,-1.4,3.35,3.13,2.87,4.34,4.06,4.34,Walking
0,10.13,-1.41,3.51,3.44,2.97,4.38,4.35,4.38,Walking
0,10.16,-1.42,3.17,3.25,3,4.13,4.13,4.13,Walking
0,10.1,-1.34,3.2,3.49,2.97,4.25,4.41,4.25,Walking
0,10.08,-1.2,3.18,3.47,2.85,4.02,4.36,4.02,Walking
0,10.22,-1.55,3.37,3.49,2.75,4.32,4.52,4.32,Walking
0,9.93,-1.4,3.57,3.88,3,4.54,4.83,4.54,Walking
0,10.25,-1.3,3.51,3.77,3.07,4.55,4.66,4.55,Walking
0,7.68,-0.8,2.82,3.19,2.48,4.39,4.95,4.39,Walking
0,8.02,-0.5,8.03,7.78,5.64,9.83,8.66,9.83,Jogging
0,8.35,-0.54,8.03,6.56,4.74,9.7,7.64,9.7,Jogging
0,8.29,-1.04,8.04,6.71,5.03,9.74,7.7,9.74,Jogging
0,8.2,-0.4,8.55,7.39,5.33,10.32,8.29,10.32,Jogging
0,8.18,-0.55,8.52,7.03,5.56,10.19,7.97,10.19,Jogging
0,7.95,-0.13,8.54,7.55,5.57,10.29,8.45,10.29,Jogging
0,8.01,-0.26,8.69,7.74,5.86,10.59,8.66,10.59,Jogging
0,8.41,-0.37,8.69,7.63,5.94,10.59,8.57,10.59,Jogging
0,8.23,-0.62,8,6.73,4.93,9.79,7.74,9.79,Jogging
0,8.42,-0.9,7.91,6.66,5.03,9.79,7.54,9.79,Jogging
0,8.85,-1.01,8.12,6.4,5.23,9.94,7.45,9.94,Jogging
0,8.83,-0.95,7.9,6.48,5.34,9.75,7.6,9.75,Jogging
0,9.21,-1.24,7.77,6.23,5.18,9.5,7.41,9.5,Jogging
0,9.12,-0.55,7.73,6.97,5.21,9.66,7.96,9.66,Jogging
0,9.24,-0.92,7.38,6.97,5.74,9.19,7.87,9.19,Jogging
0,9.75,-1.05,7.11,6.82,5.74,8.58,7.75,8.58,Jogging
0,10.17,-1.08,6.46,6.21,5.18,7.79,7.25,7.79,Jogging
0,10.7,-1.27,7.14,6.58,5.58,8.85,7.72,8.85,Jogging
0,9.95,-0.99,7.13,6.93,5.26,9.02,7.94,9.02,Jogging
0,10.13,-1.32,6.58,6.54,5.13,8.38,7.71,8.38,Jogging
0,9.31,-1.11,7.22,6.11,4.78,8.76,7.29,8.76,Jogging
0,7.53,-1.26,9.78,6.3,5.32,11.37,7.75,11.37,Jogging
0,6.73,-0.87,9.43,6.64,4.88,11.11,7.99,11.11,Jogging
0,6.48,-0.62,9.67,6.91,5.39,11.43,8.2,11.43,Jogging
0,6.9,-0.92,9.88,6.23,5.13,11.53,7.61,11.53,Jogging
0,6.69,-0.63,9.91,6.88,5.07,11.69,8.19,11.69,Jogging
0,6.46,-0.68,9.97,7.14,5.66,11.74,8.48,11.74,Jogging
0,6.11,-0.86,9.64,6.44,5.19,11.38,7.82,11.38,Jogging
0,6.01,-1.35,9.22,6.5,4.97,10.98,7.78,10.98,Jogging
0,6.05,-1.41,9.28,6.41,4.86,11.09,7.78,11.09,Jogging
0,6.16,-1.1,9.36,6.37,5.28,11.09,7.82,11.09,Jogging
0,4.64,-0.39,5.28,3.55,3.01,9.25,6.14,9.25,Jogging
0,2.27,6.43,7.48,0.04,0.04,7.49,0.18,7.49,Sitting
0,2.28,6.44,7.44,0.03,0.03,7.45,0.05,7.45,Sitting
0,2.25,6.43,7.47,0.05,0.04,7.47,0.07,7.47,Sitting
0,2.2,6.57,7.4,0.04,0.04,7.4,0.06,7.4,Sitting
0,2.28,6.5,7.48,0.04,0.04,7.48,0.06,7.48,Sitting
0,2.29,6.49,7.47,0.03,0.03,7.47,0.05,7.47,Sitting
0,2.25,6.46,7.5,0.04,0.03,7.5,0.05,7.5,Sitting
0,2.27,6.41,7.51,0.03,0.03,7.51,0.04,7.51,Sitting
0,2.01,6.45,7.51,0.32,0.2,7.52,0.36,7.52,Sitting
0,1.78,6.48,7.55,0.06,0.05,7.55,0.09,7.55,Sitting
0,1.83,6.42,7.6,0.08,0.07,7.6,0.11,7.6,Sitting
0,0.63,2.07,2.47,0.42,1.39,7.62,1.3,7.62,Sitting
0,9.66,-0.98,1.92,0.05,0.15,1.95,0.11,1.95,Standing
0,9.65,-1,1.94,0.03,0.08,1.94,0.04,1.94,Standing
0,9.64,-1.01,2,0.03,0.05,2,0.03,2,Standing
0,9.64,-0.98,2.01,0.03,0.07,2.01,0.04,2.01,Standing
0,9.64,-1,2,0.03,0.11,2.01,0.04,2.01,Standing
0,9.62,-1.07,2.01,0.03,0.1,2.01,0.04,2.01,Standing
0,9.65,-1.11,1.87,0.05,0.13,1.88,0.07,1.88,Standing
0,9.58,-1.37,1.89,0.11,0.31,1.91,0.14,1.91,Standing
0,0.14,-0.01,0.03,0.14,0.01,1.97,9.34,1.97,Standing
0,5.42,6.44,5.57,0.07,0.08,5.58,0.25,5.58,Sitting
0,5.4,6.22,5.9,0.12,0.11,5.91,0.21,5.91,Sitting
0,5.39,6.28,5.83,0.1,0.1,5.83,0.14,5.83,Sitting
0,5.23,6.65,5.52,0.19,0.25,5.53,0.24,5.53,Sitting
0,4.99,7.11,5.24,0.02,0.04,5.25,0.06,5.25,Sitting
0,4.56,6.09,4.92,0.48,0.67,5.51,0.59,5.51,Sitting
0,8.45,0.24,4.96,0.28,0.44,4.99,0.42,4.99,Standing
0,8.6,-0.34,4.64,0.11,0.14,4.65,0.16,4.65,Standing
0,8.49,-0.2,4.88,0.1,0.25,4.89,0.19,4.89,Standing
0,8.49,-0.1,4.88,0.11,0.14,4.88,0.17,4.88,Standing
0,8.39,-0.17,5,0.06,0.08,5,0.09,5,Standing
0,8.41,-0.19,4.97,0.04,0.06,4.98,0.06,4.98,Standing
0,8.43,-0.04,4.96,0.08,0.31,4.97,0.14,4.97,Standing
0,8.39,-0.05,4.84,0.2,0.35,4.91,0.35,4.91,Standing
0,8.49,-1.31,3.82,6.86,2.34,4.88,7.56,4.88,Jogging
0,7.75,-0.28,5.28,5.58,2.86,6.9,6.34,6.9,Jogging
0,6,-2.74,6.57,5.16,3.98,8.52,6.07,8.52,Jogging
0,5.02,-4.29,6.97,4.65,4.09,8.8,5.87,8.8,Jogging
0,7.57,-1.92,4.62,6.17,3.51,6.22,7.05,6.22,Jogging
0,8.26,1.04,3.62,6.89,1.97,4.8,7.81,4.8,Jogging
0,8.51,0.7,3.74,6.42,2.5,4.74,7.23,4.74,Jogging
0,7.85,1.05,5.46,6.12,2.29,6.62,6.97,6.62,Jogging
0,8.4,0.46,4.77,6.34,2.64,5.8,7.08,5.8,Jogging
0,7.63,-0.56,5.88,5.85,2.9,7.23,6.73,7.23,Jogging
0,7.9,-1.44,4.05,6.44,3.34,5.83,7.22,5.83,Jogging
0,7.93,-2.13,4.5,6.08,2.37,5.71,6.9,5.71,Jogging
0,7.53,-0.81,6.19,5.64,3.17,7.74,6.46,7.74,Jogging
0,7.84,-2.14,5.1,5.69,2.49,6.55,6.51,6.55,Jogging
0,7.44,-2.04,5.35,5.79,2.35,6.74,6.64,6.74,Jogging
0,7.3,-0.53,6.07,5.21,2.95,7.75,6.14,7.75,Jogging
0,8.88,-2.78,2.96,6.05,2.13,4.02,6.73,4.02,Jogging
0,8.61,-2.07,3.51,6.31,2.17,4.45,7.06,4.45,Jogging
0,8.5,-2.51,3.84,6.13,2.23,5.1,6.89,5.1,Jogging
0,8.37,-2.16,4.39,6.03,2.09,5.52,6.76,5.52,Jogging
0,7.97,-2.27,4.69,6.14,2.33,5.82,6.94,5.82,Jogging
0,9.02,-1.93,2.82,6.4,2.22,3.84,7.09,3.84,Jogging
0,8.53,-2.75,2.71,6.31,2.28,3.48,7.06,3.48,Jogging
0,8.36,-3.13,2.48,6.58,2.29,3.18,7.27,3.18,Jogging
0,8.35,-2.86,3.66,6.27,2.35,4.64,7.08,4.64,Jogging
0,7.72,-2.89,3.76,6.15,2.56,4.7,7.03,4.7,Jogging
0,7.87,-3.22,3.46,6.31,2.69,4.31,7.1,4.31,Jogging
0,8.07,-3.52,3.21,6.45,2.61,4.07,7.28,4.07,Jogging
0,7.95,-3.45,3.22,6.53,2.53,3.89,7.39,3.89,Jogging
0,7.67,-3.71,3.12,6.33,2.95,3.91,7.25,3.91,Jogging
0,7.95,-3.85,2.97,6.37,2.88,3.75,7.14,3.75,Jogging
0,7.93,-3.44,3.09,6.02,3.03,4.17,6.81,4.17,Jogging
0,7.97,-2.75,4.32,6.42,2.46,5.37,7.26,5.37,Jogging
0,8.18,-2.69,4.17,6.2,2.25,5.19,7.01,5.19,Jogging
0,7.87,-2.76,3.62,6.49,2.34,4.54,7.28,4.54,Jogging
0,8.26,-2.64,3.8,6.27,2.3,4.92,7.02,4.92,Jogging
0,8.48,-2.41,3.68,6.37,2.25,4.68,7.05,4.68,Jogging
0,8.29,-2.77,3.77,6.04,2.55,4.85,6.81,4.85,Jogging
0,8.4,-2.22,3.67,6.1,2.07,4.68,6.79,4.68,Jogging
0,8.27,-2.37,4.07,6.14,2.33,5.17,6.85,5.17,Jogging
0,8.28,-2.27,3.89,6.13,2.35,5.01,6.83,5.01,Jogging
0,8.13,-2.34,4.01,6.24,2.36,5.17,6.94,5.17,Jogging
0,8.15,-2.37,3.84,6.52,2.49,4.85,7.26,4.85,Jogging
0,8.16,-2.19,3.99,5.91,2.31,5.23,6.68,5.23,Jogging
0,7.94,-2.49,3.98,6.2,2.71,5.16,6.89,5.16,Jogging
0,8.48,-2.09,3.75,6.04,2.28,4.79,6.65,4.79,Jogging
0,8.56,-2.19,3.82,6.23,2.32,4.89,6.92,4.89,Jogging
0,8.52,-2.16,4.02,6.41,2.23,5.13,7.17,5.13,Jogging
0,8.09,-2.26,4.1,6.3,2.43,5.29,7.07,5.29,Jogging
0,8.04,-2.38,4.28,6.03,2.39,5.43,6.88,5.43,Jogging
0,8.31,-2.23,4.24,6.01,2.33,5.39,6.79,5.39,Jogging
0,8.33,-2.58,3.8,6.25,2.42,4.7,7.01,4.7,Jogging
0,8.52,-2.44,3.98,6.17,2.25,4.98,6.98,4.98,Jogging
0,8.45,-2.33,3.69,6.36,2.33,4.54,6.99,4.54,Jogging
0,8.69,-2.27,3.8,6.2,2.06,4.8,6.92,4.8,Jogging
0,7.85,-3.22,3.79,5.54,2.47,4.79,6.48,4.79,Jogging
0,8.27,-2.5,4.39,6.77,2.42,5.68,7.54,5.68,Jogging
0,8.01,-2.44,4.18,6.62,2.29,5.23,7.36,5.23,Jogging
0,8.24,-2.51,4.28,6.69,2.18,5.36,7.4,5.36,Jogging
0,7.79,-2.49,4.95,6.31,2.59,6.17,7.22,6.17,Jogging
0,8.16,-2.49,3.81,5.5,2.48,4.88,6.51,4.88,Jogging
0,0.04,-0.03,0,0.04,0.03,2.41,8.62,2.41,Jogging
0,9.72,-0.31,5.55,4.07,4.47,7.08,5.04,7.08,Downstairs
0,9.49,-0.95,7.2,4.51,5.3,8.69,5.46,8.69,Downstairs
0,9.01,-0.19,7.64,3.94,4.46,9.13,4.92,9.13,Downstairs
0,8.89,-0.49,7.43,3.74,4.51,8.83,4.7,8.83,Downstairs
0,8.73,-0.68,7.48,3.57,4.46,9.02,4.49,9.02,Downstairs
0,8.65,-0.2,7.67,3.67,4.35,9,4.62,9,Downstairs
0,8.98,-0.4,7.37,3.6,4.32,8.87,4.49,8.87,Downstairs
0,8.6,-0.33,7.29,4.13,3.87,8.68,5.1,8.68,Downstairs
0,8.63,-0.38,7.29,3.27,3.82,8.73,4.23,8.73,Downstairs
0,4.35,-0.29,3.74,2.38,1.82,8.51,5.79,8.51,Downstairs
0,8.05,-0.45,6.83,3.13,2.11,7.71,3.92,7.71,Upstairs
0,7.81,-0.07,6.83,2.78,1.79,7.68,3.54,7.68,Upstairs
0,7.87,-0.45,6.87,2.64,1.63,7.74,3.32,7.74,Upstairs
0,7.52,-0.42,6.93,2.5,1.57,7.7,3.24,7.7,Upstairs
0,7.36,-0.25,7.13,2.61,1.7,7.86,3.39,7.86,Upstairs
0,7.68,-0.35,6.85,2.59,1.85,7.73,3.26,7.73,Upstairs
0,7.42,-0.19,6.9,2.29,1.55,7.48,3,7.48,Upstairs
0,7.47,-0.37,6.87,2,1.61,7.35,2.65,7.35,Upstairs
0,7.44,-0.23,6.85,2.37,1.65,7.51,3.28,7.51,Upstairs
0,7.44,-0.36,7.15,2.05,1.59,7.62,2.57,7.62,Upstairs
0,6.89,-0.54,7.35,2.02,1.47,7.75,2.75,7.75,Upstairs
0,7.6,-0.42,6.79,2.31,1.72,7.36,2.99,7.36,Upstairs
0,7.26,-0.2,7.22,2.12,1.61,7.69,2.75,7.69,Upstairs
0,7.49,-0.45,7.05,2.35,1.52,7.67,3,7.67,Upstairs
0,7.58,-0.11,6.88,2.05,1.77,7.56,2.6,7.56,Upstairs
0,8.04,-0.31,6.33,1.88,1.31,6.89,2.44,6.89,Upstairs
0,8.36,-1.01,5.77,2.09,1.43,6.33,2.71,6.33,Upstairs
0,7.53,-1.04,6.81,2.34,1.83,7.55,3.07,7.55,Upstairs
0,6.33,-0.59,8.18,2.38,1.95,8.98,3.02,8.98,Upstairs
0,6.3,-0.34,8.29,2.38,2.09,9.08,3.2,9.08,Upstairs
0,6.18,-0.57,8.21,2.21,1.69,8.84,2.85,8.84,Upstairs
0,6,-0.5,8.16,2.29,1.72,8.9,2.9,8.9,Upstairs
0,6.48,-0.72,8.08,2.05,1.93,8.7,2.79,8.7,Upstairs
0,6.24,-0.73,8.12,1.95,1.87,8.52,2.52,8.52,Upstairs
0,6.22,-0.51,8.05,2.01,1.77,8.57,2.58,8.57,Upstairs
0,5.97,-0.55,8.16,2.12,1.94,8.69,2.74,8.69,Upstairs
0,6.15,-0.88,8.02,2.03,1.64,8.46,2.68,8.46,Upstairs
0,6.2,-0.58,8.11,1.96,1.77,8.57,2.51,8.57,Upstairs
0,6.31,-0.76,7.95,1.72,1.53,8.42,2.19,8.42,Upstairs
0,5.89,-0.56,8.32,2.24,2.16,8.87,3.05,8.87,Upstairs
0,6.22,-0.42,8.12,2.15,1.73,8.67,2.84,8.67,Upstairs
0,6.28,-0.86,8.1,2.02,1.72,8.55,2.58,8.55,Upstairs
0,6.25,-0.98,8.28,2.05,1.72,8.8,2.68,8.8,Upstairs
0,6.21,-0.6,8.17,2.1,1.86,8.77,2.87,8.77,Upstairs
0,3.73,-0.14,6.01,3.16,1.95,8.17,5.1,8.17,Upstairs
0,10.72,-0.31,3.06,3.48,3.35,3.88,4.15,3.88,Downstairs
0,10.58,-0.08,2.75,3.38,3.45,3.74,4.13,3.74,Downstairs
0,10.52,-0.38,2.74,2.8,3.48,3.53,3.58,3.53,Downstairs
0,10.46,0.22,2.87,3.5,3.5,3.56,4.26,3.56,Downstairs
0,5.19,0.08,1.43,2.62,1.65,3.73,6.13,3.73,Downstairs
0,9.3,0.14,5.28,3.01,2.4,6.54,3.7,6.54,Upstairs
0,7.47,-0.65,7.3,2.34,2.08,8.09,3.06,8.09,Upstairs
0,7.29,-0.76,7.48,2.14,1.65,8.11,2.88,8.11,Upstairs
0,7.26,-0.45,7.38,2.27,1.81,8.06,3.06,8.06,Upstairs
0,7.56,-0.66,7.06,2.43,1.75,7.88,3.1,7.88,Upstairs
0,2.82,0.6,1.05,1.97,0.74,3.86,6.83,3.86,Upstairs
0,9.91,0.19,1.06,0.02,0.04,1.07,0.19,1.07,Standing
0,9.92,0.28,0.99,0.02,0.05,0.99,0.04,0.99,Standing
0,9.92,0.3,1,0.01,0.03,1,0.02,1,Standing
0,9.93,0.31,0.99,0.02,0.03,0.99,0.02,0.99,Standing
0,9.92,0.31,0.97,0.01,0.03,0.98,0.02,0.98,Standing
0,9.92,0.32,1.04,0.02,0.03,1.05,0.03,1.05,Standing
0,9.93,0.33,1.05,0.02,0.03,1.05,0.02,1.05,Standing
0,9.93,0.31,1.01,0.02,0.03,1.01,0.03,1.01,Standing
0,9.93,0.36,0.98,0.02,0.03,0.98,0.03,0.98,Standing
0,7.99,0.3,0.8,1.56,0.06,0.99,1.93,0.99,Standing
0,5.12,8.54,0.8,0.34,0.25,0.92,0.42,0.92,Sitting
0,4.05,9.2,0.28,0.4,0.19,0.35,0.5,0.35,Sitting
0,4.97,8.64,0.64,0.36,0.25,0.76,0.45,0.76,Sitting
0,5.1,8.57,0.33,0.23,0.16,0.47,0.28,0.47,Sitting
0,4.59,8.89,0.46,0.68,0.47,0.61,0.74,0.61,Sitting
0,4.24,9.11,0.35,0.35,0.23,0.48,0.43,0.48,Sitting
0,4.19,9.12,0.4,0.52,0.32,0.43,0.55,0.43,Sitting
0,4.89,8.74,0.44,0.16,0.11,0.49,0.25,0.49,Sitting
0,4.36,9.08,0.09,0.07,0.06,0.11,0.1,0.11,Sitting
0,4.28,9.17,0.09,0.06,0.06,0.12,0.08,0.12,Sitting
0,4.24,9.21,0.14,0.06,0.06,0.16,0.08,0.16,Sitting
0,4.16,9.25,0.14,0.11,0.07,0.21,0.2,0.21,Sitting
0,3.56,9.46,1.19,0.11,0.05,1.25,0.2,1.25,Sitting
0,7.74,4.4,1.47,2.42,3.19,1.77,2.8,1.77,Sitting
0,9.81,1.27,1.16,0.27,0.74,1.43,0.72,1.43,Sitting
0,9.68,1.54,1.68,0.86,1.32,2.01,1.42,2.01,Sitting
0,4.77,8.29,0.7,1.3,1.64,1.19,2,1.19,Sitting
0,4.05,9.2,0.27,0.28,0.19,0.38,0.37,0.38,Sitting
0,3.71,9.39,0.87,0.2,0.13,0.93,0.43,0.93,Sitting
0,3.82,9.35,0.96,0.06,0.05,0.96,0.09,0.96,Sitting
0,3.74,9.37,0.94,0.04,0.03,0.95,0.06,0.95,Sitting
0,3.76,9.35,0.96,0.03,0.04,0.96,0.05,0.96,Sitting
0,3.73,9.39,0.84,0.03,0.04,0.84,0.05,0.84,Sitting
0,3.73,9.42,0.88,0.07,0.05,0.88,0.09,0.88,Sitting
0,3.72,9.4,0.93,0.05,0.05,0.93,0.07,0.93,Sitting
0,3.76,9.39,0.85,0.05,0.05,0.86,0.11,0.86,Sitting
0,3.76,9.41,0.82,0.03,0.04,0.83,0.05,0.83,Sitting
0,3.77,9.39,0.86,0.02,0.03,0.86,0.04,0.86,Sitting
0,3.76,9.39,0.85,0.02,0.03,0.85,0.03,0.85,Sitting
0,3.77,9.41,0.8,0.02,0.03,0.8,0.04,0.8,Sitting
0,3.85,9.36,0.81,0.1,0.06,0.83,0.13,0.83,Sitting
0,3.95,9.22,1.56,0.63,0.39,1.71,0.84,1.71,Sitting
0,4.74,8.9,1.06,0.28,0.12,1.18,0.33,1.18,Sitting
0,4.78,8.85,1.23,0.2,0.08,1.3,0.24,1.3,Sitting
0,4.85,8.77,1.61,0.08,0.05,1.62,0.12,1.62,Sitting
0,4.74,8.85,0.96,0.56,0.29,1.14,0.7,1.14,Sitting
0,5.31,8.59,0.57,0.28,0.17,0.71,0.32,0.71,Sitting
0,3.99,9,1.51,1.15,0.35,1.94,1.26,1.94,Sitting
0,3.38,9.19,2.35,0.41,0.09,2.43,0.48,2.43,Sitting
0,3.09,9.16,2.78,0.08,0.07,2.79,0.13,2.79,Sitting
0,3.82,9.11,2.1,0.23,0.04,2.13,0.27,2.13,Sitting
0,3.49,9.2,2.32,0.11,0.05,2.33,0.17,2.33,Sitting
0,3.57,9.23,2.03,0.4,0.06,2.09,0.44,2.09,Sitting
0,3.59,9.2,2.07,0.6,0.18,2.2,0.8,2.2,Sitting
0,3.01,9.52,1.73,0.07,0.02,1.74,0.11,1.74,Sitting
0,3.06,9.49,1.79,0.25,0.07,1.83,0.36,1.83,Sitting
0,3.75,9.36,0.93,0.35,0.13,1.01,0.53,1.01,Sitting
0,3.92,9.33,0.84,0.15,0.05,0.87,0.18,0.87,Sitting
0,3.91,9.31,0.85,0.08,0.04,0.87,0.1,0.87,Sitting
0,3.87,9.32,0.92,0.28,0.08,1,0.36,1,Sitting
0,3.4,9.36,1.76,0.19,0.08,1.79,0.23,1.79,Sitting
0,3.3,9.17,2.45,0.32,0.23,2.52,0.51,2.52,Sitting
0,3.44,8.58,3.76,0.33,0.07,3.77,0.37,3.77,Sitting
0,3.31,8.55,3.91,0.14,0.09,3.93,0.22,3.93,Sitting
0,3.4,8.45,4.06,0.08,0.05,4.07,0.14,4.07,Sitting
0,3.6,8.58,3.63,0.34,0.07,3.64,0.39,3.64,Sitting
0,3.43,8.56,3.83,0.27,0.06,3.84,0.33,3.84,Sitting
0,3.29,8.54,4.02,0.05,0.03,4.02,0.08,4.02,Sitting
0,3.46,8.53,3.87,0.24,0.04,3.88,0.3,3.88,Sitting
0,3.52,8.55,3.75,0.46,0.08,3.77,0.51,3.77,Sitting
0,3.35,8.4,4.18,0.4,0.16,4.23,0.51,4.23,Sitting
0,3.46,8.27,4.37,0.13,0.05,4.38,0.19,4.38,Sitting
0,3.31,8.28,4.47,0.09,0.04,4.48,0.12,4.48,Sitting
0,3.37,8.26,4.48,0.11,0.04,4.49,0.14,4.49,Sitting
0,3.76,8.22,4.19,0.18,0.04,4.2,0.24,4.2,Sitting
0,3.27,8.24,4.58,0.24,0.05,4.59,0.28,4.59,Sitting
0,3.17,8.27,4.62,0.21,0.03,4.62,0.28,4.62,Sitting
0,3.29,8.24,4.55,0.26,0.04,4.56,0.35,4.56,Sitting
0,3.67,8.14,4.46,0.2,0.06,4.47,0.25,4.47,Sitting
0,3.52,8.1,4.64,0.1,0.05,4.64,0.16,4.64,Sitting
0,3.56,8.14,4.54,0.22,0.06,4.55,0.29,4.55,Sitting
0,3.37,8.13,4.68,0.14,0.04,4.68,0.16,4.68,Sitting
0,3.16,8.14,4.78,0.04,0.03,4.79,0.06,4.79,Sitting
0,3.61,8.1,4.5,0.34,0.06,4.51,0.39,4.51,Sitting
0,3.83,8.46,3.45,0.4,0.12,3.51,0.52,3.51,Sitting
0,3.84,8.9,2.36,0.76,0.34,2.43,0.87,2.43,Sitting
0,3.4,0.68,0.75,2.21,0.77,2.79,6.94,2.79,Sitting
0,9.61,2.65,1.13,0.12,0.18,1.17,0.24,1.17,Standing
0,9.54,2.84,1.2,0.12,0.27,1.24,0.15,1.24,Standing
0,9.5,2.93,1.21,0.08,0.13,1.23,0.11,1.23,Standing
0,9.49,2.94,1.26,0.11,0.18,1.3,0.14,1.3,Standing
0,9.43,3.01,1.38,0.13,0.17,1.43,0.16,1.43,Standing
